sample_id,system_id,runs_n_poses_cluster,familiarity_score_0_to_100,familiarity_bin,protein_tokens,resolved_protein_distogram_atoms,ligand_tokens,refined_protein_tokens,predicted_token_pocket_residues_at_6a,native_affinity_pocket_mask_protein_residues_at_15a,reference_pocket_residues_6a_any_heavy_atom,reference_interface_pairs_within_15a,reference_token_contacts_within_6a,interface_distogram_nll,interface_expected_distance_mae_angstrom,token_contact_average_precision_at_6a,token_contact_auroc_at_6a,physical_pocket_precision_at_6a,physical_pocket_recall_at_6a,physical_pocket_f1_at_6a,entropy_crop_pl,affinity_pred_value,affinity_pred_value1,affinity_pred_value2,affinity_probability_binary
8iqt__1__1.A__1.B__1.B,8iqt__1__1.A__1.B,c67,96.58080543933056,80-100,306,254,30,226,20,144,34,2369,89,0.7258114191626822,0.12486381043082231,0.9855161671134256,0.9998314084555373,1.0,0.5882352941176471,0.7407407407407407,0.20728254318237305,-1.9946246147155762,-1.6120898723602295,-2.377159357070923,0.974770724773407
8iui__1__1.A__1.C__1.C,8iui__1__1.A__1.C,c690,61.13260002999535,60-70,218,218,25,218,10,89,21,1345,75,1.9656066932762544,0.5261740406149755,0.9258911836757773,0.9984322480620155,1.0,0.47619047619047616,0.6451612903225806,0.4707496464252472,-0.16744296252727509,-0.7834314107894897,0.4485454857349396,0.9304124116897583
8ivr__1__1.A__1.B__1.B,8ivr__1__1.A__1.B,c316,52.31844436696789,50-60,315,293,27,229,10,113,21,1929,104,4.667030892917098,2.527891779840596,0.41892841115204227,0.9809281118522825,0.9,0.42857142857142855,0.5806451612903225,0.5565946102142334,1.3772778511047363,1.678335189819336,1.0762206315994263,0.22231629490852356
8j5x__1__1.A__1.B__1.B,8j5x__1__1.A__1.B,c533,41.2725173086535,40-50,299,296,49,207,23,145,34,3258,174,2.255425570456438,0.4688884286264093,0.9235778641400613,0.9985786590305684,1.0,0.6764705882352942,0.8070175438596492,0.3572324812412262,-2.2709856033325195,-2.221785545349121,-2.320185899734497,0.9657303690910339
8jby__1__1.A__1.C__1.C,8jby__1__1.A__1.C,c773,77.55203920028555,70-80,295,287,20,236,13,86,20,1146,90,1.7640673758718937,0.48351128479491073,0.9409067063533668,0.9987787610619469,1.0,0.65,0.787878787878788,0.45992323756217957,1.4979820251464844,1.5401477813720703,1.455816388130188,0.7534724473953247
8jmp__1__1.A__1.D__1.D,8jmp__1__1.A__1.D,c289,19.345753401967222,0-20,260,258,28,228,2,49,19,1172,61,4.184642096024556,2.888457972162273,0.14820709425840595,0.9719093794842806,1.0,0.10526315789473684,0.1904761904761905,0.7426471710205078,1.095562219619751,1.3637460470199585,0.8273784518241882,0.6668617129325867
8jot__1__1.A__1.B__1.B,8jot__1__1.A__1.B,c456,50.28909994450141,50-60,354,306,34,222,16,110,20,1874,108,2.6995530799106278,0.8046156636100364,0.9391148546885297,0.9990925997870442,1.0,0.8,0.888888888888889,0.3818734586238861,-0.929262101650238,-0.9709678888320923,-0.8875563144683838,0.7898910045623779
8k5y__1__1.A__1.H__1.H,8k5y__1__1.A__1.H,c806,26.050368301193565,20-30,242,232,28,228,0,71,23,1615,89,4.126483940694789,4.902423430357696,0.09160964982508268,0.9318319324194219,0.0,0.0,0.0,0.8229771256446838,0.8948042392730713,1.1183016300201416,0.6713067889213562,0.06836239993572235
8ovr__1__1.A__1.B__1.B,8ovr__1__1.A__1.B,c518,31.496370518421784,30-40,630,572,18,238,2,92,18,1169,36,6.005506570135238,5.3236728801893936,0.04724787105783226,0.7843188217457223,0.5,0.05555555555555555,0.09999999999999999,0.7084444165229797,1.9366645812988281,2.049182891845703,1.8241461515426636,0.6214007139205933
8p0p__1__1.A__1.C__1.C,8p0p__1__1.A__1.C,c189,29.7626365502026,20-30,622,622,36,220,9,116,35,2458,77,3.0453747986720296,1.6936742239154898,0.8194058887681847,0.9982767400647751,1.0,0.2571428571428571,0.40909090909090906,0.6692605018615723,0.9970414638519287,1.108211874961853,0.8858709931373596,0.6870030760765076
8pfl__1__1.A__1.C__1.C,8pfl__1__1.A__1.C,c905,4.331234352354144,0-20,431,422,48,208,2,89,38,3281,155,7.372226179924993,9.98868823231253,0.013142408872261084,0.584826946500816,0.0,0.0,0.0,0.7595354318618774,0.5528474450111389,0.5761085748672485,0.5295863151550293,0.29334700107574463
8qc4__1__1.A__1.C__1.C,8qc4__1__1.A__1.C,c898,66.84248191254423,60-70,451,438,17,239,16,140,27,1555,74,1.7753210079220998,0.38338102122717616,0.9547118008881013,0.9994500740566937,1.0,0.5925925925925926,0.7441860465116279,0.38467201590538025,1.1772820949554443,1.2423665523529053,1.112197756767273,0.9042367935180664
8qth__1__1.A__1.B__1.B,8qth__1__1.A__1.B,c98,2.73804654291084,0-20,394,386,32,224,1,83,29,2104,102,3.8920295884488585,3.325094744121576,0.3439518462276172,0.9741528611444578,1.0,0.034482758620689655,0.06666666666666667,0.8700209259986877,0.3809153735637665,0.09664487838745117,0.6651858687400818,0.15368637442588806
8sge__1__1.A__1.H__1.H,8sge__1__1.A__1.H,c660,29.46423533234201,20-30,362,326,33,223,10,119,27,2105,50,4.903712874299987,3.0672982889675127,0.25069467650549965,0.9448468434815092,0.8,0.2962962962962963,0.43243243243243246,0.6281191110610962,0.6561257839202881,0.5101150870323181,0.8021365404129028,0.08385369181632996
8tqv__1__1.A__1.C__1.C,8tqv__1__1.A__1.C,c731,12.365405571000856,0-20,275,269,40,216,1,73,35,2792,119,5.6020415532562176,5.833127400809603,0.06843193499500931,0.8389320205104878,1.0,0.02857142857142857,0.05555555555555556,0.8390243649482727,1.086173415184021,1.2118374109268188,0.9605094194412231,0.3394622206687927
8uk6__1__1.A__1.C__1.C,8uk6__1__1.A__1.C,c630,14.280265386249429,0-20,818,573,16,240,2,81,21,1061,74,7.687138348789993,9.329220521325373,0.0049286740800636416,0.25028085045679066,0.0,0.0,0.0,0.7726706862449646,1.3412774801254272,1.4906502962112427,1.1919046640396118,0.6714519262313843
8usm__1__1.A__1.C__1.C,8usm__1__1.A__1.C,c730,79.94607563075242,70-80,166,149,32,166,12,56,22,1228,81,1.5893961677810744,0.3318550877159316,0.9676526476935534,0.9994099782166065,1.0,0.5454545454545454,0.7058823529411764,0.29375168681144714,-0.3718932867050171,-0.28857314586639404,-0.45521339774131775,0.9666181802749634
8wrj__1__1.A__1.B__1.B,8wrj__1__1.A__1.B,c24,30.44984453410815,30-40,474,429,28,228,2,93,26,2034,60,4.018532221278355,2.9348720954409333,0.06663153971833019,0.9551427933958054,1.0,0.07692307692307693,0.14285714285714288,0.7460479736328125,0.9788342714309692,0.8982952237129211,1.059373378753662,0.5475706458091736
8wsm__1__1.A__1.D__1.D,8wsm__1__1.A__1.D,c658,8.554153418060151,0-20,550,472,30,226,6,101,29,2212,90,7.230515130185386,8.645447732033762,0.020336554874988217,0.8292521519387192,0.0,0.0,0.0,0.6784331202507019,-0.23293302953243256,-0.8661094903945923,0.4002434313297272,0.8343696594238281
8y33__1__1.A__1.B__1.B,8y33__1__1.A__1.B,c489,58.31914151509564,50-60,184,184,43,184,9,104,36,2460,141,3.0836679047900235,1.4566813375437768,0.7440442716445055,0.9852141668742944,0.8888888888888888,0.2222222222222222,0.3555555555555555,0.5914056301116943,-0.8017536997795105,-1.1884682178497314,-0.41503918170928955,0.6207478046417236
