sample_id,system_id,runs_n_poses_cluster,familiarity_score_0_to_100,familiarity_bin,protein_tokens,resolved_protein_distogram_atoms,ligand_tokens,refined_protein_tokens,predicted_token_pocket_residues_at_6a,native_affinity_pocket_mask_protein_residues_at_15a,reference_pocket_residues_6a_any_heavy_atom,reference_interface_pairs_within_15a,reference_token_contacts_within_6a,interface_distogram_nll,interface_expected_distance_mae_angstrom,token_contact_average_precision_at_6a,token_contact_auroc_at_6a,physical_pocket_precision_at_6a,physical_pocket_recall_at_6a,physical_pocket_f1_at_6a,entropy_crop_pl,affinity_pred_value,affinity_pred_value1,affinity_pred_value2,affinity_probability_binary
8iqt__1__1.A__1.B__1.B,8iqt__1__1.A__1.B,c67,96.58080543933056,80-100,306,254,30,226,20,144,34,2369,89,0.7258114191626822,0.12486381043082231,0.9855161671134256,0.9998314084555373,1.0,0.5882352941176471,0.7407407407407407,0.20728254318237305,-1.9946246147155762,-1.6120898723602295,-2.377159357070923,0.974770724773407
8iui__1__1.A__1.C__1.C,8iui__1__1.A__1.C,c690,61.13260002999535,60-70,218,218,25,218,10,89,21,1345,75,1.9656066932762544,0.5261740406149755,0.9258911836757773,0.9984322480620155,1.0,0.47619047619047616,0.6451612903225806,0.4707496464252472,-0.16744296252727509,-0.7834314107894897,0.4485454857349396,0.9304124116897583
8ivr__1__1.A__1.B__1.B,8ivr__1__1.A__1.B,c316,52.31844436696789,50-60,315,293,27,229,10,113,21,1929,104,4.667030892917098,2.527891779840596,0.41892841115204227,0.9809281118522825,0.9,0.42857142857142855,0.5806451612903225,0.5565946102142334,1.3772778511047363,1.678335189819336,1.0762206315994263,0.22231629490852356
8j5x__1__1.A__1.B__1.B,8j5x__1__1.A__1.B,c533,41.2725173086535,40-50,299,296,49,207,23,145,34,3258,174,2.255425570456438,0.4688884286264093,0.9235778641400613,0.9985786590305684,1.0,0.6764705882352942,0.8070175438596492,0.3572324812412262,-2.2709856033325195,-2.221785545349121,-2.320185899734497,0.9657303690910339
8jby__1__1.A__1.C__1.C,8jby__1__1.A__1.C,c773,77.55203920028555,70-80,295,287,20,236,13,86,20,1146,90,1.7640673758718937,0.48351128479491073,0.9409067063533668,0.9987787610619469,1.0,0.65,0.787878787878788,0.45992323756217957,1.4979820251464844,1.5401477813720703,1.455816388130188,0.7534724473953247
8jmp__1__1.A__1.D__1.D,8jmp__1__1.A__1.D,c289,19.345753401967222,0-20,260,258,28,228,2,49,19,1172,61,4.184642096024556,2.888457972162273,0.14820709425840595,0.9719093794842806,1.0,0.10526315789473684,0.1904761904761905,0.7426471710205078,1.095562219619751,1.3637460470199585,0.8273784518241882,0.6668617129325867
8jot__1__1.A__1.B__1.B,8jot__1__1.A__1.B,c456,50.28909994450141,50-60,354,306,34,222,16,110,20,1874,108,2.6995530799106278,0.8046156636100364,0.9391148546885297,0.9990925997870442,1.0,0.8,0.888888888888889,0.3818734586238861,-0.929262101650238,-0.9709678888320923,-0.8875563144683838,0.7898910045623779
8k5y__1__1.A__1.H__1.H,8k5y__1__1.A__1.H,c806,26.050368301193565,20-30,242,232,28,228,0,71,23,1615,89,4.126483940694789,4.902423430357696,0.09160964982508268,0.9318319324194219,0.0,0.0,0.0,0.8229771256446838,0.8948042392730713,1.1183016300201416,0.6713067889213562,0.06836239993572235
8ovr__1__1.A__1.B__1.B,8ovr__1__1.A__1.B,c518,31.496370518421784,30-40,630,572,18,238,2,92,18,1169,36,6.005506570135238,5.3236728801893936,0.04724787105783226,0.7843188217457223,0.5,0.05555555555555555,0.09999999999999999,0.7084444165229797,1.9366645812988281,2.049182891845703,1.8241461515426636,0.6214007139205933
8p0p__1__1.A__1.C__1.C,8p0p__1__1.A__1.C,c189,29.7626365502026,20-30,622,622,36,220,9,116,35,2458,77,3.0453747986720296,1.6936742239154898,0.8194058887681847,0.9982767400647751,1.0,0.2571428571428571,0.40909090909090906,0.6692605018615723,0.9970414638519287,1.108211874961853,0.8858709931373596,0.6870030760765076
8pfl__1__1.A__1.C__1.C,8pfl__1__1.A__1.C,c905,4.331234352354144,0-20,431,422,48,208,2,89,38,3281,155,7.372226179924993,9.98868823231253,0.013142408872261084,0.584826946500816,0.0,0.0,0.0,0.7595354318618774,0.5528474450111389,0.5761085748672485,0.5295863151550293,0.29334700107574463
8qc4__1__1.A__1.C__1.C,8qc4__1__1.A__1.C,c898,66.84248191254423,60-70,451,438,17,239,16,140,27,1555,74,1.7753210079220998,0.38338102122717616,0.9547118008881013,0.9994500740566937,1.0,0.5925925925925926,0.7441860465116279,0.38467201590538025,1.1772820949554443,1.2423665523529053,1.112197756767273,0.9042367935180664
8qth__1__1.A__1.B__1.B,8qth__1__1.A__1.B,c98,2.73804654291084,0-20,394,386,32,224,1,83,29,2104,102,3.8920295884488585,3.325094744121576,0.3439518462276172,0.9741528611444578,1.0,0.034482758620689655,0.06666666666666667,0.8700209259986877,0.3809153735637665,0.09664487838745117,0.6651858687400818,0.15368637442588806
8sge__1__1.A__1.H__1.H,8sge__1__1.A__1.H,c660,29.46423533234201,20-30,362,326,33,223,10,119,27,2105,50,4.903712874299987,3.0672982889675127,0.25069467650549965,0.9448468434815092,0.8,0.2962962962962963,0.43243243243243246,0.6281191110610962,0.6561257839202881,0.5101150870323181,0.8021365404129028,0.08385369181632996
8tqv__1__1.A__1.C__1.C,8tqv__1__1.A__1.C,c731,12.365405571000856,0-20,275,269,40,216,1,73,35,2792,119,5.6020415532562176,5.833127400809603,0.06843193499500931,0.8389320205104878,1.0,0.02857142857142857,0.05555555555555556,0.8390243649482727,1.086173415184021,1.2118374109268188,0.9605094194412231,0.3394622206687927
8uk6__1__1.A__1.C__1.C,8uk6__1__1.A__1.C,c630,14.280265386249429,0-20,818,573,16,240,2,81,21,1061,74,7.687138348789993,9.329220521325373,0.0049286740800636416,0.25028085045679066,0.0,0.0,0.0,0.7726706862449646,1.3412774801254272,1.4906502962112427,1.1919046640396118,0.6714519262313843
8usm__1__1.A__1.C__1.C,8usm__1__1.A__1.C,c730,79.94607563075242,70-80,166,149,32,166,12,56,22,1228,81,1.5893961677810744,0.3318550877159316,0.9676526476935534,0.9994099782166065,1.0,0.5454545454545454,0.7058823529411764,0.29375168681144714,-0.3718932867050171,-0.28857314586639404,-0.45521339774131775,0.9666181802749634
8wrj__1__1.A__1.B__1.B,8wrj__1__1.A__1.B,c24,30.44984453410815,30-40,474,429,28,228,2,93,26,2034,60,4.018532221278355,2.9348720954409333,0.06663153971833019,0.9551427933958054,1.0,0.07692307692307693,0.14285714285714288,0.7460479736328125,0.9788342714309692,0.8982952237129211,1.059373378753662,0.5475706458091736
8wsm__1__1.A__1.D__1.D,8wsm__1__1.A__1.D,c658,8.554153418060151,0-20,550,472,30,226,6,101,29,2212,90,7.230515130185386,8.645447732033762,0.020336554874988217,0.8292521519387192,0.0,0.0,0.0,0.6784331202507019,-0.23293302953243256,-0.8661094903945923,0.4002434313297272,0.8343696594238281
8y33__1__1.A__1.B__1.B,8y33__1__1.A__1.B,c489,58.31914151509564,50-60,184,184,43,184,9,104,36,2460,141,3.0836679047900235,1.4566813375437768,0.7440442716445055,0.9852141668742944,0.8888888888888888,0.2222222222222222,0.3555555555555555,0.5914056301116943,-0.8017536997795105,-1.1884682178497314,-0.41503918170928955,0.6207478046417236
5sh0__1__1.A__1.G__1.G,5sh0__1__1.A__1.G,c2,28.84849051727448,20-30,343,313,31,225,5,103,27,2077,50,3.008423363701853,1.1843325263920217,0.7032558149511938,0.9962830208225422,1.0,0.18518518518518517,0.3125,0.6028515100479126,-0.09605748951435089,-0.3206309676170349,0.12851598858833313,0.4727364182472229
5shr__1__1.A__1.G__1.G,5shr__1__1.A__1.G,c736,26.402272876322268,20-30,343,312,26,230,10,96,20,1638,59,3.4799698203249587,1.7385984476557776,0.3655459217313069,0.9896238268925992,0.6,0.3,0.4,0.48159879446029663,-0.34707173705101013,-0.8215986490249634,0.12745517492294312,0.689940869808197
6zg9__1__1.A__1.B__1.B,6zg9__1__1.A__1.B,c781,40.05323943373922,40-50,455,446,24,232,4,100,22,1770,75,3.852299857388627,2.1893500950488014,0.34073701959017616,0.98692633361558,1.0,0.18181818181818182,0.3076923076923077,0.7076073288917542,0.5852004289627075,0.5489108562469482,0.6214900016784668,0.6791470050811768
7b3g__1__1.A__1.I__1.I,7b3g__1__1.A__1.I,c11,47.05276752384312,40-50,383,344,18,238,7,109,25,1344,73,2.1533064214578137,0.8082258668600872,0.9272960506879565,0.9990351185505735,1.0,0.28,0.43750000000000006,0.6632227897644043,-1.0065443515777588,-0.9848980903625488,-1.0281904935836792,0.9166457653045654
7fee__1__1.A__1.D__1.D,7fee__1__1.A__1.D,c859,84.964725835957,80-100,559,486,27,229,16,140,28,2168,66,2.246620484621616,0.5800579738899994,0.8250301594757706,0.9989683136512181,0.9375,0.5357142857142857,0.6818181818181818,0.5030707716941833,-2.7887516021728516,-2.8650131225585938,-2.7124898433685303,0.9909851551055908
7fum__1__1.A__1.C__1.C,7fum__1__1.A__1.C,c72,20.02494445529296,20-30,362,345,34,222,4,110,30,2333,122,5.196465797134768,3.384801734439126,0.2219304189577541,0.8986065291319723,0.5,0.06666666666666667,0.11764705882352941,0.6905055642127991,0.11223140358924866,-0.38614535331726074,0.6106081604957581,0.7690612077713013
7fys__1__1.A__1.B__1.B,7fys__1__1.A__1.B,c6,55.42484498223988,50-60,135,134,19,135,4,86,24,1393,47,3.2034681951906734,1.5369947790943552,0.4330237285096799,0.9762287893880957,0.75,0.125,0.21428571428571427,0.6570835709571838,1.0609519481658936,1.375606894493103,0.7462968826293945,0.5866212844848633
7nag__1__1.A__1.C__1.C,7nag__1__1.A__1.C,c158,7.347200565538667,0-20,144,140,46,144,1,69,18,1721,65,2.9090816375406496,1.8160910708460145,0.7821823792448651,0.9940754147812971,1.0,0.05555555555555555,0.10526315789473684,0.6209480166435242,-0.4412412941455841,-0.3595646619796753,-0.5229179263114929,0.5045714974403381
7p1o__1__1.A__1.D__1.D,7p1o__1__1.A__1.D,c284,46.50132980028835,40-50,410,385,18,238,3,119,18,1302,17,2.219374498518603,0.8759393504090888,0.9346551711102796,0.9998127994145727,1.0,0.16666666666666666,0.2857142857142857,0.5417442321777344,2.3117222785949707,2.554896831512451,2.068547487258911,0.8523458242416382
7pox__1__1.A__1.C__1.C,7pox__1__1.A__1.C,c225,83.29088762957285,80-100,219,180,34,219,18,114,25,1843,130,9.301451240851888,3.067494579750386,0.15462542431318393,0.8860639527417491,1.0,0.72,0.8372093023255813,0.2816685140132904,-0.6929019689559937,-0.84946209192276,-0.5363419055938721,0.9396090507507324
7qdt__1__1.A__1.B__1.B,7qdt__1__1.A__1.B,c278,87.770199507133,80-100,236,236,23,233,15,125,30,1765,90,1.8034314775345297,0.45944715133434255,0.9718039729912239,0.9993817909329337,1.0,0.5,0.6666666666666666,0.30350568890571594,-2.4526453018188477,-2.8649139404296875,-2.040376901626587,0.9841973781585693
7qei__1__1.A__1.B__1.B,7qei__1__1.A__1.B,c481,60.675526386299765,60-70,299,291,31,225,18,134,26,2130,94,1.627761233077895,0.4697590452861131,0.9686310124151426,0.9996758578445977,1.0,0.6923076923076923,0.8181818181818181,0.3652518391609192,-0.544215977191925,-0.7141200304031372,-0.3743119239807129,0.9575787782669067
7rbw__1__1.A__1.C__1.C,7rbw__1__1.A__1.C,c716,12.819489143066903,0-20,411,381,43,213,4,104,37,2850,157,2.9323317239544875,2.02547996675583,0.5226567780168345,0.9933707088018678,1.0,0.10810810810810811,0.1951219512195122,0.7109280824661255,0.7154930830001831,0.8115489482879639,0.6194371581077576,0.3121257722377777
7rh1__1__1.A__1.D__1.D,7rh1__1__1.A__1.D,c134,55.59860617180379,50-60,138,138,33,138,10,68,18,1238,31,5.051166438501722,1.750324919068198,0.5479183815927307,0.9894731586942723,0.7,0.3888888888888889,0.5,0.28433337807655334,0.17625391483306885,0.30107030272483826,0.05143751576542854,0.9819956421852112
7shh__1__1.A__1.E__1.E,7shh__1__1.A__1.E,c48,72.64294619852367,70-80,125,106,16,125,8,57,13,671,46,1.0962211181809416,0.23474435340614117,0.9755538781064016,0.9992621870882741,1.0,0.6153846153846154,0.761904761904762,0.28109779953956604,0.576364278793335,0.9647639989852905,0.18796460330486298,0.96571946144104
7u8w__1__1.A__1.C__1.C,7u8w__1__1.A__1.C,c107,51.2094427247205,50-60,483,440,31,225,19,135,31,2257,116,3.091243277344918,0.907199651547003,0.7786511897793286,0.996169644769452,1.0,0.6129032258064516,0.76,0.4232623875141144,-0.12924495339393616,-0.28250986337661743,0.024019964039325714,0.8148704171180725
7udq__1__1.A__1.C__1.C,7udq__1__1.A__1.C,c590,25.06813611010762,20-30,393,369,25,231,11,91,23,1745,85,2.6917097882704897,1.1927431444005818,0.8018699248601621,0.9954151113399408,0.9090909090909091,0.43478260869565216,0.5882352941176471,0.6323556900024414,0.371443510055542,-0.16496425867080688,0.9078512787818909,0.6827419400215149
7ush__1__1.A__1.B__1.B,7ush__1__1.A__1.B,c7,92.3509927447778,80-100,111,111,26,111,9,65,16,1153,60,0.9484056144302361,0.17899652673850588,0.983410499542952,0.9996225524887945,1.0,0.5625,0.72,0.2508853077888489,-0.47638052701950073,-0.26497894525527954,-0.6877821087837219,0.9301994442939758
7vkg__1__1.A__1.B__1.B,7vkg__1__1.A__1.B,c82,70.51176124267036,70-80,138,134,19,138,9,50,14,712,61,2.139801563496956,0.618193709959982,0.9468303640285871,0.9984563116403338,1.0,0.6428571428571429,0.782608695652174,0.4353097379207611,1.3731443881988525,1.174086093902588,1.5722028017044067,0.011094977147877216
7w1i__1__1.A__1.B__1.B,7w1i__1__1.A__1.B,c652,34.070914141285655,30-40,497,497,18,238,2,87,27,1611,69,3.3481166302583336,1.9718466869597986,0.7296054595108222,0.9935527898999694,1.0,0.07407407407407407,0.13793103448275862,0.8061420321464539,1.6671969890594482,1.8541853427886963,1.4802087545394897,0.5938581228256226
7wdt__1__1.A__1.C__1.C,7wdt__1__1.A__1.C,c934,27.414378149104504,20-30,830,819,19,237,5,128,18,829,50,6.686266461729881,12.990401480993333,0.06348560992269699,0.972525304622526,0.0,0.0,0.0,0.6048270463943481,1.395188331604004,1.0917866230010986,1.6985900402069092,0.9097539782524109
7wgn__1__1.A__1.B__1.B,7wgn__1__1.A__1.B,c36,60.36626264766849,60-70,276,261,36,220,14,154,35,2727,135,1.9160586250505078,0.625637367200926,0.8985918952329726,0.9986474542785956,1.0,0.4,0.5714285714285715,0.4640371799468994,0.07951228320598602,0.3917734920978546,-0.23274892568588257,0.9669210910797119
7xm7__1__1.A__1.E__1.E,7xm7__1__1.A__1.E,c491,38.04066129285344,30-40,133,113,30,133,10,65,6,526,15,8.06327701732215,3.251841081059107,0.06012453184859006,0.9446123456790123,0.2,0.3333333333333333,0.25,0.37115171551704407,-0.43977028131484985,-0.325312077999115,-0.5542284846305847,0.8404314517974854
7yzs__1__1.A__1.B__1.B,7yzs__1__1.A__1.B,c194,48.3295958171728,40-50,396,384,15,241,12,122,29,1311,71,2.1521519327659653,0.5691262804189703,0.9698273695253357,0.9995543660981533,1.0,0.41379310344827586,0.5853658536585366,0.46722012758255005,0.903536319732666,0.8453022241592407,0.9617703557014465,0.8193849325180054
7zjq__1__1.A__1.E__1.E,7zjq__1__1.A__1.E,c828,40.962128081149146,40-50,220,210,17,220,6,94,23,1258,55,2.2371373968226838,0.6859982625679582,0.9054383050236596,0.9979723263933791,1.0,0.2608695652173913,0.41379310344827586,0.6642091870307922,1.235727310180664,1.1979455947875977,1.273508906364441,0.21756508946418762
8am2__1__1.A__1.D__1.D,8am2__1__1.A__1.D,c761,34.723492302862354,30-40,529,527,32,224,7,118,33,2422,94,2.4266874865355224,1.2881380011934669,0.7943918174208097,0.9980322003577817,1.0,0.21212121212121213,0.35,0.6022865176200867,0.7245895862579346,0.6327272653579712,0.816451907157898,0.6821738481521606
8axp__1__1.A__1.C__1.C,8axp__1__1.A__1.C,c653,38.45639183891768,30-40,192,189,16,192,0,52,14,824,49,3.4061796997651754,2.788999006371931,0.5003917316307708,0.9856148173555136,0.0,0.0,0.0,0.856116533279419,1.5060451030731201,1.7168159484863281,1.2952743768692017,0.6029248833656311
8c70__1__1.A__1.B__1.B,8c70__1__1.A__1.B,c319,50.91881461604451,50-60,419,330,20,236,10,107,18,1318,70,3.2515089894821823,1.2801687033986842,0.7215561015465072,0.9960949464012251,0.8888888888888888,0.4444444444444444,0.5925925925925926,0.5900008678436279,1.2723428010940552,1.1900954246520996,1.3545901775360107,0.09583330154418945
8chk__1__1.A__1.D__1.D,8chk__1__1.A__1.D,c112,60.29971744179956,60-70,107,107,31,107,8,79,17,1560,40,1.7161266325504319,0.449715782198887,0.9066670479508442,0.9985352456515105,1.0,0.47058823529411764,0.6399999999999999,0.31762251257896423,-0.7727315425872803,-1.0197148323059082,-0.5257483124732971,0.9504663944244385
8cje__1__1.A__1.F__1.F,8cje__1__1.A__1.F,c248,0.0,0-20,663,632,15,241,0,84,19,1293,43,5.886197234502993,7.294858471703519,0.005992004739994867,0.6079878558174036,0.0,0.0,0.0,0.8709517121315002,1.4480855464935303,1.3621892929077148,1.5339816808700562,0.6429784297943115
8d6t__1__1.A__1.C__1.C,8d6t__1__1.A__1.C,c217,73.05009144340748,70-80,851,818,21,235,4,85,18,1201,32,3.2499970702296994,1.7268668223905563,0.5239750825254927,0.9552227924880439,1.0,0.2222222222222222,0.3636363636363636,0.7006340026855469,1.7902565002441406,1.7752206325531006,1.8052922487258911,0.4224010705947876
8f1g__1__1.A__1.C__1.C,8f1g__1__1.A__1.C,c871,45.27936556351492,40-50,316,303,29,227,0,27,14,1161,78,3.6550822309611006,3.737258847258842,0.37092513637189367,0.9874518255503443,0.0,0.0,0.0,0.8373463153839111,0.6229206323623657,0.5833382606506348,0.6625029444694519,0.07520490884780884
8fm8__1__1.A__1.K__1.K,8fm8__1__1.A__1.K,c22,60.36103827214468,60-70,358,335,46,210,17,122,30,2308,125,1.8871894737896189,0.5223515368181598,0.9503090410563636,0.9994975466143278,1.0,0.5666666666666667,0.7234042553191489,0.3722693920135498,-2.5865697860717773,-2.771322250366211,-2.4018170833587646,0.9769132137298584
8g68__1__1.A__1.C__1.C,8g68__1__1.A__1.C,c288,26.845736483614253,20-30,298,287,15,241,5,61,16,643,60,9.180843850121287,9.31905097035061,0.016246399436897766,0.6100785237534354,0.0,0.0,0.0,0.6760173439979553,1.7564048767089844,1.776600956916809,1.7362086772918701,0.16063454747200012
8g9d__1__1.A__1.B__1.B,8g9d__1__1.A__1.B,c600,65.94943421035202,60-70,172,135,41,172,7,86,23,1819,46,3.8871563871152297,2.1528548484208856,0.3172892599470636,0.985219450759226,1.0,0.30434782608695654,0.4666666666666667,0.5234010815620422,1.1999170780181885,1.1084558963775635,1.291378140449524,0.22022052109241486
8gvj__1__1.A__1.B__1.B,8gvj__1__1.A__1.B,c1,55.44717765236356,50-60,309,285,41,215,19,112,29,2614,151,3.274088498742787,0.7773790269841547,0.8426017482338477,0.9967639584436225,1.0,0.6551724137931034,0.7916666666666666,0.3118857145309448,-1.7838690280914307,-1.5261398553848267,-2.041598081588745,0.940367579460144
8gzc__1__1.A__1.F__1.F,8gzc__1__1.A__1.F,c89,51.14975931071679,50-60,454,443,34,222,16,102,24,2077,100,1.5327568933716584,0.5452986486612661,0.9387706458466119,0.9995087555139687,1.0,0.6666666666666666,0.8,0.2916742265224457,-1.611322045326233,-1.7321527004241943,-1.4904913902282715,0.9471458792686462
8hd3__1__1.A__1.C__1.C,8hd3__1__1.A__1.C,c359,72.98590798242033,70-80,260,248,26,230,7,115,30,1975,65,2.0832758178057253,0.6743612528828848,0.897840658936826,0.998505646006821,1.0,0.23333333333333334,0.37837837837837834,0.5272328853607178,0.46625664830207825,0.3798329830169678,0.5526803135871887,0.36500465869903564
8j30__1__1.A__1.C__1.C,8j30__1__1.A__1.C,c815,36.060763604540384,30-40,628,608,36,220,9,121,33,2504,103,3.4469779295393663,2.2076251949342995,0.6362104929338387,0.9947340625842579,1.0,0.2727272727272727,0.42857142857142855,0.6538952589035034,0.9507226943969727,0.7852653861045837,1.1161800622940063,0.7786679267883301
8jwy__1__1.A__1.B__1.B,8jwy__1__1.A__1.B,c105,37.87778868395642,30-40,481,448,34,222,17,145,28,2426,92,1.4620661951562282,0.27048315240339404,0.9747153694054714,0.9998377462523692,1.0,0.6071428571428571,0.7555555555555554,0.2713991403579712,-0.9824783802032471,-1.2153921127319336,-0.7495645880699158,0.8289309740066528
8pp8__1__1.A__1.D__1.D,8pp8__1__1.A__1.D,c63,77.67842462673491,70-80,279,270,24,232,0,92,17,1240,5,2.1603651593232724,0.6012445014155748,0.3275033738191633,0.998949806949807,0.0,0.0,0.0,0.5929877161979675,1.0938040018081665,0.7977066040039062,1.3899013996124268,0.31147658824920654
8q0u__1__1.A__1.D__1.D,8q0u__1__1.A__1.D,c118,16.336599158860704,0-20,286,277,34,222,5,99,32,2413,116,6.307375546770115,5.06105553515857,0.14343925724297227,0.8424124585739812,0.6,0.09375,0.16216216216216214,0.7239535450935364,1.1944236755371094,1.3792908191680908,1.0095564126968384,0.32038724422454834
8qnh__1__1.A__1.B__1.B,8qnh__1__1.A__1.B,c98,6.6849712338891,0-20,394,384,39,217,6,120,35,2458,117,5.733684370521906,5.655543289983982,0.045716529232979,0.8880352809284769,1.0,0.17142857142857143,0.2926829268292683,0.7402229309082031,-0.30633050203323364,-0.9371081590652466,0.3244471251964569,0.05526750534772873
8skn__1__1.A__1.C__1.C,8skn__1__1.A__1.C,c903,7.661078544617784,0-20,382,340,27,229,2,79,11,933,37,6.529341282293597,8.794967501991154,0.005320078701945255,0.6063832617480217,0.0,0.0,0.0,0.8335041999816895,0.9890543222427368,1.0208131074905396,0.9572955965995789,0.31996989250183105
8sx2__1__1.A__1.C__1.C,8sx2__1__1.A__1.C,c170,84.41950145224763,80-100,333,313,39,217,20,137,33,2449,112,1.991045581348884,0.7789624868036198,0.9779112847014583,0.9997445815862517,1.0,0.6060606060606061,0.7547169811320755,0.45461505651474,0.9533013105392456,1.196466088294983,0.7101365327835083,0.4298115372657776
8sze__1__1.A__1.C__1.C,8sze__1__1.A__1.C,c253,91.07060953781004,80-100,164,150,21,164,9,103,20,1262,54,1.3840166570175505,0.4326360266352001,0.9731086658193592,0.9994676524069289,1.0,0.45,0.6206896551724138,0.35491326451301575,-1.398032546043396,-1.4019116163253784,-1.3941534757614136,0.9870625734329224
8u2e__1__1.A__1.B__1.B,8u2e__1__1.A__1.B,c727,59.31894101905238,50-60,270,270,39,217,19,111,24,1961,99,2.8738787151043965,0.6707550596436761,0.8875688720982816,0.996842163365028,0.9473684210526315,0.75,0.8372093023255814,0.30195870995521545,-2.5763416290283203,-3.0074405670166016,-2.145242691040039,0.9567708969116211
8u7x__1__1.A__1.C__1.C,8u7x__1__1.A__1.C,c60,66.84693807440355,60-70,539,491,31,225,20,123,26,1856,117,1.273642971577374,0.28362993780349616,0.987894254398362,0.9999004056207446,1.0,0.6923076923076923,0.8181818181818181,0.30789461731910706,-1.1851801872253418,-1.1443175077438354,-1.2260427474975586,0.9619952440261841
8w4s__1__1.A__1.D__1.D,8w4s__1__1.A__1.D,c12,42.48698809975112,40-50,347,290,29,227,8,133,24,1772,80,4.454481002322903,1.8269580726624388,0.4678213464189483,0.9786269507803121,1.0,0.3333333333333333,0.5,0.5423821806907654,0.09172303974628448,0.1435551792383194,0.039890896528959274,0.6993187069892883
9f41__1__1.A__1.Q__1.Q,9f41__1__1.A__1.Q,c283,76.9407939420012,70-80,248,222,28,228,12,117,31,1988,92,7.563798511981524,4.919136543548001,0.1153924883160917,0.8743716809132991,0.9166666666666666,0.3548387096774194,0.5116279069767442,0.4937039911746979,0.9825176000595093,1.3938871622085571,0.5711480379104614,0.10580150038003922
